composition,band_gap,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Cu2Ge1Se3,0.85,29.0,34.0,5.0,32.0,2.0,34.0,64.0,89.0,25.0,79.0,10.0,89.0,63.546,78.96,15.413999999999994,72.76866666666666,6.19133333333333,78.96,494.0,1357.77,863.77,901.49,407.49,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,124.0,5.333333333333333,120.0,1.9,2.55,0.6499999999999999,2.243333333333333,0.3066666666666666,2.55,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.333333333333333,1.6666666666666667,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.6666666666666666,2.0,11.07,25.92,14.85,20.484166666666667,6.276111111111111,25.92,0.0,0.799,0.799,0.4633333333333334,0.3356666666666667,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,119.5,105.5,14.0
Pb1I2,2.55,53.0,82.0,29.0,62.66666666666666,12.888888888888888,53.0,81.0,96.0,15.0,91.0,6.666666666666667,96.0,126.90447,207.2,80.29552999999999,153.6696466666667,35.686902222222216,126.90447,386.85,600.61,213.76,458.1033333333333,95.00444444444442,386.85,14.0,17.0,3.0,16.0,1.3333333333333333,17.0,5.0,6.0,1.0,5.333333333333333,0.4444444444444443,5.0,139.0,146.0,7.0,141.33333333333334,3.1111111111111143,139.0,2.33,2.66,0.33,2.5500000000000003,0.1466666666666666,2.66,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,17.0,28.0,11.0,20.666666666666668,4.888888888888889,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.3333333333333333,1.0,28.11,43.015,14.905,38.04666666666667,6.624444444444445,43.015,0.0,1.062,1.062,0.7080000000000001,0.472,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,117.66666666666669,71.55555555555556,64.0
Pd1O1,0.8,8.0,46.0,38.0,27.0,19.0,8.0,62.0,87.0,25.0,74.5,12.5,62.0,15.9994,106.42,90.4206,61.2097,45.2103,15.9994,54.8,1828.05,1773.25,941.425,886.625,54.8,10.0,16.0,6.0,13.0,3.0,10.0,2.0,5.0,3.0,3.5,1.5,2.0,66.0,139.0,73.0,102.5,36.5,66.0,2.2,3.44,1.2399999999999998,2.8200000000000003,0.6199999999999999,2.2,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.105,14.41,5.305,11.7575,2.6525,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0
Tl2Te1S3,1.6,16.0,81.0,65.0,43.66666666666666,27.666666666666668,16.0,76.0,90.0,14.0,84.33333333333333,5.555555555555557,88.0,32.065,204.3833,172.3183,105.42693333333334,73.36193333333333,32.065,388.36,722.66,334.29999999999995,506.95666666666665,118.59666666666664,388.36,13.0,16.0,3.0,15.0,1.3333333333333333,16.0,3.0,6.0,3.0,4.333333333333333,1.3333333333333333,3.0,105.0,145.0,40.0,123.83333333333331,18.83333333333333,105.0,1.62,2.58,0.96,2.18,0.3999999999999999,2.58,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,1.3333333333333333,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,27.0,21.0,14.666666666666666,8.666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,25.786875,34.7633333333,8.976458333299998,27.65732638888333,2.3686689814722226,25.786875,0.0,2.202,2.202,1.1783333333333337,1.0236666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,125.0,55.0,70.0
Ag1Fe1Te2,0.58,26.0,52.0,26.0,44.25,9.125,52.0,55.0,90.0,35.0,75.0,15.0,90.0,55.845,127.6,71.755,104.7283,24.441650000000003,127.6,722.66,1811.0,1088.34,1122.8125,400.1525,722.66,8.0,16.0,8.0,12.75,3.25,16.0,4.0,5.0,1.0,4.75,0.375,5.0,132.0,145.0,13.0,138.25,3.375,138.0,1.83,2.1,0.27,1.99,0.11,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,6.0,10.0,4.0,9.0,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,8.0,12.75,3.25,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,10.73,34.7633333333,24.0333333333,24.14666666665,10.616666666649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,152.0,229.0,77.0,189.5,37.5,152.0
Hg0.1Cd0.9Se1,0.35,34.0,80.0,46.0,42.6,8.6,34.0,70.0,89.0,19.0,79.55,9.45,89.0,78.96,200.59,121.63,100.09445,21.134450000000005,78.96,234.32,594.22,359.90000000000003,526.115,61.29450000000001,494.0,12.0,16.0,4.0,14.0,2.0,16.0,4.0,6.0,2.0,4.55,0.55,4.0,120.0,144.0,24.0,131.39999999999998,11.4,120.0,1.69,2.55,0.8599999999999999,2.1355,0.4145,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,0.7000000000000001,1.33,0.0,12.0,26.0,14.0,14.7,2.43,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,19.495,25.92,6.425000000000001,22.994629310345,3.1496663793105,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,102.6,88.6,14.0
In1P1,1.42,15.0,49.0,34.0,32.0,17.0,15.0,75.0,83.0,8.0,79.0,4.0,75.0,30.973762,114.818,83.84423799999999,72.895881,41.922119,30.973762,317.3,429.75,112.45,373.525,56.225,317.3,13.0,15.0,2.0,14.0,1.0,13.0,3.0,5.0,2.0,4.0,1.0,3.0,107.0,142.0,35.0,124.5,17.5,107.0,1.78,2.19,0.4099999999999999,1.985,0.2049999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,22.5702380952,24.26,1.689761904800001,23.4151190476,0.8448809524000005,22.5702380952,0.0,1.625,1.625,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,139.0,137.0,70.5,68.5,2.0
In1Sb1,0.23,49.0,51.0,2.0,50.0,1.0,49.0,75.0,85.0,10.0,80.0,5.0,75.0,114.818,121.76,6.942000000000007,118.289,3.471000000000004,114.818,429.75,903.78,474.03,666.765,237.015,429.75,13.0,15.0,2.0,14.0,1.0,13.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,142.0,3.0,140.5,1.5,139.0,1.78,2.05,0.2699999999999998,1.915,0.1349999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,24.26,31.56,7.299999999999997,27.91,3.649999999999999,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0
Ba2Bi1Ga1S5,2.38,16.0,83.0,67.0,34.0,20.666666666666668,16.0,9.0,88.0,79.0,68.66666666666667,26.518518518518515,88.0,32.065,208.9804,176.9154,79.29804444444443,54.608948148148144,32.065,302.91,1000.0,697.0899999999999,532.1233333333334,210.67333333333335,388.36,2.0,16.0,14.0,12.444444444444445,4.641975308641976,16.0,3.0,6.0,3.0,4.111111111111111,1.259259259259259,3.0,105.0,215.0,110.0,136.11111111111111,37.70370370370371,105.0,0.89,2.58,1.69,2.056666666666666,0.5814814814814815,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555556,4.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,2.0,29.0,27.0,8.444444444444445,5.580246913580247,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.8888888888888888,2.0,18.8575,63.59,44.7325,34.213541666666664,13.056203703703703,25.786875,0.0,2.202,2.202,1.2233333333333334,1.0874074074074072,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.22222222222224,58.123456790123456,70.0
Cd3As2,0.19,33.0,48.0,15.0,42.0,7.2,48.0,70.0,84.0,14.0,75.6,6.719999999999999,70.0,74.9216,112.411,37.4894,97.41524,17.994912000000003,112.411,594.22,1090.0,495.78,792.5319999999999,237.9744,594.22,12.0,15.0,3.0,13.2,1.44,12.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,119.0,144.0,25.0,134.0,12.0,144.0,1.69,2.18,0.4900000000000002,1.886,0.2352,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,13.2,1.44,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,19.495,22.175,2.68,20.567,1.2863999999999998,19.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,182.8,13.439999999999998,194.0
V2O4,0.66,8.0,23.0,15.0,13.0,6.666666666666667,8.0,46.0,87.0,41.0,73.33333333333333,18.222222222222225,87.0,15.9994,50.9415,34.9421,27.646766666666664,15.529822222222222,15.9994,54.8,2183.0,2128.2,764.1999999999999,945.8666666666668,54.8,5.0,16.0,11.0,12.333333333333334,4.888888888888888,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,153.0,87.0,95.0,38.66666666666666,66.0,1.63,3.44,1.81,2.8366666666666664,0.8044444444444445,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.666666666666667,0.4444444444444443,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,7.0,7.0,2.333333333333333,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6666666666666665,2.222222222222222,2.0,9.105,13.01,3.905,10.406666666666666,1.735555555555555,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444446,12.0
Sn1S1,1.3,16.0,50.0,34.0,33.0,17.0,16.0,80.0,88.0,8.0,84.0,4.0,80.0,32.065,118.71,86.645,75.38749999999999,43.3225,32.065,388.36,505.08,116.71999999999996,446.72,58.35999999999999,388.36,14.0,16.0,2.0,15.0,1.0,14.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,139.0,34.0,122.0,17.0,105.0,1.96,2.58,0.6200000000000001,2.27,0.31,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.786875,33.285,7.498124999999998,29.5359375,3.749062499999999,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,141.0,71.0,105.5,35.5,70.0
Ag1As1Se2,1.4,33.0,47.0,14.0,37.0,5.0,34.0,65.0,89.0,24.0,81.75,8.375,89.0,74.9216,107.8682,32.946600000000004,85.17745,11.345375,78.96,494.0,1234.93,740.9300000000001,828.2325000000001,334.2325,494.0,11.0,16.0,5.0,14.5,1.75,16.0,4.0,5.0,1.0,4.25,0.375,4.0,119.0,145.0,26.0,126.0,9.5,120.0,1.93,2.55,0.6199999999999999,2.3025,0.2474999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.5,1.75,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.33,25.92,9.590000000000003,22.58625,3.333750000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,104.75,90.75,14.0
In1As1,0.33,33.0,49.0,16.0,41.0,8.0,33.0,75.0,84.0,9.0,79.5,4.5,75.0,74.9216,114.818,39.8964,94.8698,19.9482,74.9216,429.75,1090.0,660.25,759.875,330.125,429.75,13.0,15.0,2.0,14.0,1.0,13.0,4.0,5.0,1.0,4.5,0.5,4.0,119.0,142.0,23.0,130.5,11.5,119.0,1.78,2.18,0.4000000000000001,1.98,0.2,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,22.175,24.26,2.085000000000001,23.2175,1.0425000000000004,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0
Ta1Ga1Se2,2.12,31.0,73.0,42.0,43.0,15.0,34.0,48.0,89.0,41.0,75.0,14.0,89.0,69.723,180.94788,111.22488,102.14772,39.40008,78.96,302.91,3290.0,2987.09,1145.2275,1072.38625,494.0,5.0,16.0,11.0,12.5,3.75,16.0,4.0,6.0,2.0,4.5,0.75,4.0,120.0,170.0,50.0,133.0,18.5,120.0,1.5,2.55,1.0499999999999998,2.1025,0.4474999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.75,4.0,3.0,10.0,7.0,8.25,2.625,10.0,0.0,14.0,14.0,3.5,5.25,0.0,13.0,19.0,6.0,16.0,1.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,7.0,7.0,1.75,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,2.0,2.0,18.12,25.92,7.800000000000001,22.204375,3.715625,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,80.25,74.375,14.0
Sr8.007Ge2.043Bi7.949Se24,0.74,32.0,83.0,51.0,43.93935569894521,14.785735924621273,34.0,8.0,89.0,81.0,72.50332150765495,24.594780604861693,89.0,72.64,208.9804,136.3404,104.91207075406555,39.39327837214852,78.96,494.0,1211.4,717.4000000000001,644.4361960999071,209.79815848929417,494.0,2.0,16.0,14.0,13.044382009095454,4.211165349023896,16.0,4.0,6.0,2.0,4.569180218576633,0.705881589199326,4.0,120.0,195.0,75.0,139.59801423843425,24.304916060455877,120.0,0.95,2.55,1.6,2.1183851996476104,0.4932858024456459,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.950855972761256,1.217652921557686,4.0,0.0,10.0,10.0,8.093526036334197,3.0860193325044856,10.0,0.0,14.0,14.0,2.6497297554703683,4.296449828508585,0.0,2.0,29.0,27.0,15.69411176456582,5.386310304239936,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9052596490392628,0.7264655829832795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9052596490392628,0.7264655829832795,2.0,23.005,54.23,31.225,32.505973356508484,8.451336894857045,25.92,0.0,0.799,0.799,0.4752129574513679,0.3700511450828434,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.11195504654872,76.99825480521847,14.0
Zr3O1,0.2,8.0,40.0,32.0,32.0,12.0,40.0,44.0,87.0,43.0,54.75,16.125,44.0,15.9994,91.224,75.22460000000001,72.41785,28.209225000000004,91.224,54.8,2128.0,2073.2,1609.7,777.45,2128.0,4.0,16.0,12.0,7.0,4.5,4.0,2.0,5.0,3.0,4.25,1.125,5.0,66.0,175.0,109.0,147.75,40.875,175.0,1.33,3.44,2.11,1.8575,0.7912499999999999,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.5,0.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,8.0,8.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,6.5,2.25,8.0,9.105,23.195,14.09,19.672500000000003,5.283749999999999,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,148.5,68.25,194.0
Tl1Cr5S8,1.01,16.0,81.0,65.0,23.5,8.571428571428571,16.0,49.0,88.0,39.0,73.21428571428571,17.29591836734694,88.0,32.065,204.3833,172.3183,51.4917,22.201942857142853,32.065,388.36,2180.0,1791.64,1041.7057142857143,813.0673469387756,388.36,6.0,16.0,10.0,12.214285714285714,4.438775510204082,16.0,3.0,6.0,3.0,3.571428571428572,0.6530612244897959,3.0,105.0,145.0,40.0,120.0,17.142857142857142,105.0,1.62,2.58,0.96,2.182857142857143,0.4538775510204083,2.58,1.0,2.0,1.0,1.6428571428571428,0.4591836734693877,2.0,0.0,4.0,4.0,2.357142857142857,1.8775510204081631,4.0,0.0,10.0,10.0,2.5,2.857142857142857,0.0,0.0,14.0,14.0,1.0,1.8571428571428568,0.0,6.0,27.0,21.0,7.5,2.7857142857142856,6.0,0.0,1.0,1.0,0.3571428571428571,0.4591836734693877,0.0,0.0,5.0,5.0,1.5,1.0714285714285714,2.0,0.0,5.0,5.0,1.7857142857142858,2.295918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.642857142857143,1.8775510204081631,2.0,11.19,26.91,15.72,20.65392857142857,6.759948979591836,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,135.64285714285714,75.0204081632653,70.0
Cu3Tb1Te3,0.46,29.0,65.0,36.0,44.0,12.857142857142858,29.0,29.0,90.0,61.0,70.14285714285714,17.020408163265305,64.0,63.546,158.92535,95.37935000000002,104.62333571428572,35.209144897959185,63.546,722.66,1629.0,906.34,1124.3271428571427,344.28612244897965,722.66,3.0,16.0,13.0,12.0,3.4285714285714284,11.0,4.0,6.0,2.0,4.714285714285714,0.6122448979591837,4.0,132.0,194.0,62.0,143.42857142857142,14.448979591836729,132.0,1.21,2.1,0.8900000000000001,1.8871428571428568,0.1934693877551019,1.9,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,1.7142857142857142,1.959183673469388,0.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,9.0,9.0,1.2857142857142858,2.204081632653061,0.0,11.0,16.0,5.0,13.142857142857142,2.4489795918367347,11.0,0.0,1.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,1.0,5.0,4.0,2.0,0.8571428571428571,1.0,11.07,34.7633333333,23.6933333333,24.176666666657145,11.234285714277547,11.07,0.0,0.464,0.464,0.1988571428571428,0.2272653061224489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,189.28571428571428,31.95918367346939,152.0
